200000, "2013-Q3101", 7142, 1:31:369, 1
200001, "2013-Q3101", 7142, 1:30:980, 2
200002, "2013-Q3101", 7142, 1:30:634, 3
200003, "2013-Q3101", 7142, 1:29:574, 4
200004, "2013-Q3101", 7142, 1:29:894, 5
200005, "2013-Q3101", 7142, 1:31:891, 6
200006, "2013-Q3101", 7143, 1:30:194, 1
200007, "2013-Q3101", 7143, 1:29:681, 2
200008, "2013-Q3101", 7143, 1:30:404, 3
200009, "2013-Q3101", 7143, 1:29:788, 4
200010, "2013-Q3101", 7143, 1:31:852, 5
200011, "2013-Q3101", 7143, 1:31:360, 6
200012, "2013-Q3101", 7143, 1:29:096, 7
200013, "2013-Q3101", 7143, 1:31:344, 8
200014, "2013-Q3101", 7143, 1:29:103, 9
200015, "2013-Q3101", 7144, 1:29:815, 1
200016, "2013-Q3101", 7144, 1:31:832, 2
200017, "2013-Q3101", 7144, 1:30:264, 3
200018, "2013-Q3101", 7144, 1:29:404, 4
200019, "2013-Q3101", 7144, 1:29:481, 5
200020, "2013-Q3101", 7144, 1:29:806, 6
200021, "2013-Q3101", 7144, 1:29:080, 7
200022, "2013-Q3101", 7144, 1:29:277, 8
200023, "2013-Q3101", 7144, 1:29:102, 9
200024, "2013-Q3101", 7145, 1:29:792, 1
200025, "2013-Q3101", 7145, 1:29:141, 2
200026, "2013-Q3101", 7145, 1:29:182, 3
200027, "2013-Q3101", 7145, 1:29:799, 4
200028, "2013-Q3101", 7145, 1:31:041, 5
200029, "2013-Q3101", 7145, 1:30:058, 6
200030, "2013-Q3101", 7145, 1:30:094, 7
200031, "2013-Q3101", 7145, 1:30:557, 8
200032, "2013-Q3101", 7145, 1:31:338, 9
200033, "2013-Q3101", 7146, 1:30:868, 1
200034, "2013-Q3101", 7146, 1:29:893, 2
200035, "2013-Q3101", 7146, 1:30:443, 3
200036, "2013-Q3101", 7146, 1:31:298, 4
200037, "2013-Q3101", 7146, 1:31:708, 5
200038, "2013-Q3101", 7147, 1:31:550, 1
200039, "2013-Q3101", 7147, 1:31:251, 2
200040, "2013-Q3101", 7147, 1:29:531, 3
200041, "2013-Q3101", 7147, 1:29:369, 4
200042, "2013-Q3101", 7147, 1:31:735, 5
200043, "2013-Q3101", 7147, 1:31:810, 6
200044, "2013-Q3101", 7147, 1:29:520, 7
200045, "2013-Q3101", 7147, 1:29:833, 8
200046, "2013-Q3101", 7148, 1:29:021, 1
200047, "2013-Q3101", 7148, 1:29:619, 2
200048, "2013-Q3101", 7148, 1:30:813, 3
200049, "2013-Q3101", 7148, 1:30:366, 4
200050, "2013-Q3101", 7148, 1:31:318, 5
200051, "2013-Q3101", 7148, 1:31:411, 6
200052, "2013-Q3101", 7149, 1:30:895, 1
200053, "2013-Q3101", 7149, 1:31:029, 2
200054, "2013-Q3101", 7149, 1:30:643, 3
200055, "2013-Q3101", 7149, 1:30:556, 4
200056, "2013-Q3101", 7149, 1:31:727, 5
200057, "2013-Q3101", 7149, 1:31:742, 6
200058, "2013-Q3101", 7149, 1:31:818, 7
200059, "2013-Q3101", 7149, 1:29:772, 8
200060, "2013-Q3101", 7150, 1:29:219, 1
200061, "2013-Q3101", 7150, 1:31:142, 2
200062, "2013-Q3101", 7150, 1:29:398, 3
200063, "2013-Q3101", 7150, 1:30:580, 4
200064, "2013-Q3101", 7150, 1:30:064, 5
200065, "2013-Q3101", 7151, 1:31:460, 1
200066, "2013-Q3101", 7151, 1:31:426, 2
200067, "2013-Q3101", 7151, 1:31:249, 3
200068, "2013-Q3101", 7151, 1:30:744, 4
200069, "2013-Q3101", 7151, 1:31:665, 5
200070, "2013-Q3101", 7151, 1:29:580, 6
200071, "2013-Q3101", 7152, 1:30:880, 1
200072, "2013-Q3101", 7152, 1:29:706, 2
200073, "2013-Q3101", 7152, 1:31:531, 3
200074, "2013-Q3101", 7152, 1:30:013, 4
200075, "2013-Q3101", 7152, 1:30:371, 5
200076, "2013-Q3101", 7152, 1:29:048, 6
200077, "2013-Q3101", 7152, 1:29:984, 7
200078, "2013-Q3101", 7152, 1:31:313, 8
200079, "2013-Q3101", 7153, 1:30:453, 1
200080, "2013-Q3101", 7153, 1:31:719, 2
200081, "2013-Q3101", 7153, 1:31:600, 3
200082, "2013-Q3101", 7154, 1:31:617, 1
200083, "2013-Q3101", 7154, 1:29:456, 2
200084, "2013-Q3101", 7154, 1:29:514, 3
200085, "2013-Q3101", 7154, 1:30:712, 4
200086, "2013-Q3101", 7154, 1:30:576, 5
200087, "2013-Q3101", 7154, 1:31:586, 6
200088, "2013-Q3101", 7155, 1:30:549, 1
