100000, 20133101, 7142, 1:31:348, 1
100001, 20133101, 7142, 1:29:533, 2
100002, 20133101, 7142, 1:31:982, 3
100003, 20133101, 7142, 1:31:780, 4
100004, 20133101, 7142, 1:29:914, 5
100005, 20133101, 7142, 1:30:726, 6
100006, 20133101, 7142, 1:30:211, 7
100007, 20133101, 7142, 1:30:940, 8
100008, 20133101, 7142, 1:31:917, 9
100009, 20133101, 7142, 1:31:173, 10
100010, 20133101, 7142, 1:30:400, 11
100011, 20133101, 7142, 1:31:094, 12
100012, 20133101, 7142, 1:31:386, 13
100013, 20133101, 7142, 1:31:338, 14
100014, 20133101, 7142, 1:31:216, 15
100015, 20133101, 7143, 1:29:388, 1
100016, 20133101, 7143, 1:29:075, 2
100017, 20133101, 7143, 1:31:213, 3
100018, 20133101, 7143, 1:30:234, 4
100019, 20133101, 7143, 1:31:425, 5
100020, 20133101, 7143, 1:30:787, 6
100021, 20133101, 7143, 1:30:751, 7
100022, 20133101, 7143, 1:29:528, 8
100023, 20133101, 7143, 1:31:885, 9
100024, 20133101, 7143, 1:29:858, 10
100025, 20133101, 7143, 1:30:743, 11
100026, 20133101, 7143, 1:31:402, 12
100027, 20133101, 7143, 1:31:604, 13
100028, 20133101, 7143, 1:29:610, 14
100029, 20133101, 7143, 1:30:165, 15
100030, 20133101, 7143, 1:30:669, 16
100031, 20133101, 7143, 1:31:225, 17
100032, 20133101, 7143, 1:30:169, 18
100033, 20133101, 7143, 1:29:479, 19
100034, 20133101, 7143, 1:31:147, 20
100035, 20133101, 7144, 1:30:906, 1
100036, 20133101, 7144, 1:31:967, 2
100037, 20133101, 7144, 1:29:466, 3
100038, 20133101, 7144, 1:31:784, 4
100039, 20133101, 7144, 1:31:675, 5
100040, 20133101, 7144, 1:29:709, 6
100041, 20133101, 7144, 1:30:715, 7
100042, 20133101, 7144, 1:29:216, 8
100043, 20133101, 7144, 1:29:229, 9
100044, 20133101, 7144, 1:30:298, 10
100045, 20133101, 7144, 1:30:933, 11
100046, 20133101, 7144, 1:30:542, 12
100047, 20133101, 7144, 1:31:774, 13
100048, 20133101, 7144, 1:30:677, 14
100049, 20133101, 7144, 1:30:774, 15
100050, 20133101, 7144, 1:31:859, 16
100051, 20133101, 7144, 1:31:323, 17
100052, 20133101, 7144, 1:29:544, 18
100053, 20133101, 7144, 1:30:668, 19
100054, 20133101, 7144, 1:31:392, 20
100055, 20133101, 7144, 1:31:678, 21
100056, 20133101, 7144, 1:31:709, 22
100057, 20133101, 7144, 1:30:341, 23
100058, 20133101, 7144, 1:31:814, 24
100059, 20133101, 7144, 1:31:134, 25
100060, 20133101, 7144, 1:31:555, 26
100061, 20133101, 7144, 1:29:214, 27
100062, 20133101, 7144, 1:29:746, 28
100063, 20133101, 7144, 1:31:702, 29
100064, 20133101, 7144, 1:30:103, 30
100065, 20133101, 7145, 1:30:997, 1
100066, 20133101, 7145, 1:30:247, 2
100067, 20133101, 7145, 1:29:654, 3
100068, 20133101, 7145, 1:31:984, 4
100069, 20133101, 7145, 1:29:120, 5
100070, 20133101, 7145, 1:31:782, 6
100071, 20133101, 7145, 1:29:336, 7
100072, 20133101, 7145, 1:30:303, 8
100073, 20133101, 7145, 1:30:266, 9
100074, 20133101, 7145, 1:31:412, 10
100075, 20133101, 7146, 1:29:322, 1
100076, 20133101, 7146, 1:29:275, 2
100077, 20133101, 7146, 1:29:502, 3
100078, 20133101, 7146, 1:31:983, 4
100079, 20133101, 7146, 1:29:476, 5
100080, 20133101, 7146, 1:29:492, 6
100081, 20133101, 7146, 1:29:975, 7
100082, 20133101, 7146, 1:31:626, 8
100083, 20133101, 7146, 1:29:089, 9
100084, 20133101, 7146, 1:30:665, 10
100085, 20133101, 7146, 1:29:990, 11
100086, 20133101, 7146, 1:30:031, 12
100087, 20133101, 7146, 1:29:456, 13
100088, 20133101, 7146, 1:30:528, 14
100089, 20133101, 7147, 1:31:598, 1
100090, 20133101, 7147, 1:30:041, 2
100091, 20133101, 7147, 1:30:828, 3
100092, 20133101, 7147, 1:29:500, 4
100093, 20133101, 7147, 1:31:974, 5
100094, 20133101, 7147, 1:29:344, 6
100095, 20133101, 7147, 1:31:860, 7
100096, 20133101, 7147, 1:30:928, 8
100097, 20133101, 7147, 1:29:023, 9
100098, 20133101, 7147, 1:30:903, 10
100099, 20133101, 7147, 1:31:092, 11
100100, 20133101, 7147, 1:31:528, 12
100101, 20133101, 7147, 1:31:704, 13
100102, 20133101, 7147, 1:31:938, 14
100103, 20133101, 7147, 1:30:816, 15
100104, 20133101, 7147, 1:31:117, 16
100105, 20133101, 7147, 1:29:114, 17
100106, 20133101, 7147, 1:31:819, 18
100107, 20133101, 7147, 1:29:006, 19
100108, 20133101, 7147, 1:29:746, 20
100109, 20133101, 7147, 1:31:133, 21
