-- // GODINA: 2013 \\ 
(100000, 2013-T3101, 7142, 1:31:348, 1), -- // Australia 2013 \\ 
(100001, 2013-T3101, 7142, 1:29:533, 2), 
(100002, 2013-T3101, 7142, 1:31:982, 3), 
(100003, 2013-T3101, 7142, 1:31:780, 4), 
(100004, 2013-T3101, 7142, 1:29:914, 5), 
(100005, 2013-T3101, 7142, 1:30:726, 6), 
(100006, 2013-T3101, 7142, 1:30:211, 7), 
(100007, 2013-T3101, 7142, 1:30:940, 8), 
(100008, 2013-T3101, 7142, 1:31:917, 9), 
(100009, 2013-T3101, 7142, 1:31:173, 10), 
(100010, 2013-T3101, 7142, 1:30:400, 11), 
(100011, 2013-T3101, 7142, 1:31:094, 12), 
(100012, 2013-T3101, 7142, 1:31:386, 13), 
(100013, 2013-T3101, 7142, 1:31:338, 14), 
(100014, 2013-T3101, 7142, 1:31:216, 15), 
(100015, 2013-T3101, 7143, 1:29:388, 1), 
(100016, 2013-T3101, 7143, 1:29:075, 2), 
(100017, 2013-T3101, 7143, 1:31:213, 3), 
(100018, 2013-T3101, 7143, 1:30:234, 4), 
(100019, 2013-T3101, 7143, 1:31:425, 5), 
(100020, 2013-T3101, 7143, 1:30:787, 6), 
(100021, 2013-T3101, 7143, 1:30:751, 7), 
(100022, 2013-T3101, 7143, 1:29:528, 8), 
(100023, 2013-T3101, 7143, 1:31:885, 9), 
(100024, 2013-T3101, 7143, 1:29:858, 10), 
(100025, 2013-T3101, 7143, 1:30:743, 11), 
(100026, 2013-T3101, 7143, 1:31:402, 12), 
(100027, 2013-T3101, 7143, 1:31:604, 13), 
(100028, 2013-T3101, 7143, 1:29:610, 14), 
(100029, 2013-T3101, 7143, 1:30:165, 15), 
(100030, 2013-T3101, 7143, 1:30:669, 16), 
(100031, 2013-T3101, 7143, 1:31:225, 17), 
(100032, 2013-T3101, 7143, 1:30:169, 18), 
(100033, 2013-T3101, 7143, 1:29:479, 19), 
(100034, 2013-T3101, 7143, 1:31:147, 20), 
(100035, 2013-T3101, 7144, 1:30:906, 1), 
(100036, 2013-T3101, 7144, 1:31:967, 2), 
(100037, 2013-T3101, 7144, 1:29:466, 3), 
(100038, 2013-T3101, 7144, 1:31:784, 4), 
(100039, 2013-T3101, 7144, 1:31:675, 5), 
(100040, 2013-T3101, 7144, 1:29:709, 6), 
(100041, 2013-T3101, 7144, 1:30:715, 7), 
(100042, 2013-T3101, 7144, 1:29:216, 8), 
(100043, 2013-T3101, 7144, 1:29:229, 9), 
(100044, 2013-T3101, 7144, 1:30:298, 10), 
(100045, 2013-T3101, 7144, 1:30:933, 11), 
(100046, 2013-T3101, 7144, 1:30:542, 12), 
(100047, 2013-T3101, 7144, 1:31:774, 13), 
(100048, 2013-T3101, 7144, 1:30:677, 14), 
(100049, 2013-T3101, 7144, 1:30:774, 15), 
(100050, 2013-T3101, 7144, 1:31:859, 16), 
(100051, 2013-T3101, 7144, 1:31:323, 17), 
(100052, 2013-T3101, 7144, 1:29:544, 18), 
(100053, 2013-T3101, 7144, 1:30:668, 19), 
(100054, 2013-T3101, 7144, 1:31:392, 20), 
(100055, 2013-T3101, 7144, 1:31:678, 21), 
(100056, 2013-T3101, 7144, 1:31:709, 22), 
(100057, 2013-T3101, 7144, 1:30:341, 23), 
(100058, 2013-T3101, 7144, 1:31:814, 24), 
(100059, 2013-T3101, 7144, 1:31:134, 25), 
(100060, 2013-T3101, 7144, 1:31:555, 26), 
(100061, 2013-T3101, 7144, 1:29:214, 27), 
(100062, 2013-T3101, 7144, 1:29:746, 28), 
(100063, 2013-T3101, 7144, 1:31:702, 29), 
(100064, 2013-T3101, 7144, 1:30:103, 30), 
(100065, 2013-T3101, 7145, 1:30:997, 1), 
(100066, 2013-T3101, 7145, 1:30:247, 2), 
(100067, 2013-T3101, 7145, 1:29:654, 3), 
(100068, 2013-T3101, 7145, 1:31:984, 4), 
(100069, 2013-T3101, 7145, 1:29:120, 5), 
(100070, 2013-T3101, 7145, 1:31:782, 6), 
(100071, 2013-T3101, 7145, 1:29:336, 7), 
(100072, 2013-T3101, 7145, 1:30:303, 8), 
(100073, 2013-T3101, 7145, 1:30:266, 9), 
(100074, 2013-T3101, 7145, 1:31:412, 10), 
(100075, 2013-T3101, 7146, 1:29:322, 1), 
(100076, 2013-T3101, 7146, 1:29:275, 2), 
(100077, 2013-T3101, 7146, 1:29:502, 3), 
(100078, 2013-T3101, 7146, 1:31:983, 4), 
(100079, 2013-T3101, 7146, 1:29:476, 5), 
(100080, 2013-T3101, 7146, 1:29:492, 6), 
(100081, 2013-T3101, 7146, 1:29:975, 7), 
(100082, 2013-T3101, 7146, 1:31:626, 8), 
(100083, 2013-T3101, 7146, 1:29:089, 9), 
(100084, 2013-T3101, 7146, 1:30:665, 10), 
(100085, 2013-T3101, 7146, 1:29:990, 11), 
(100086, 2013-T3101, 7146, 1:30:031, 12), 
(100087, 2013-T3101, 7146, 1:29:456, 13), 
(100088, 2013-T3101, 7146, 1:30:528, 14), 
(100089, 2013-T3101, 7147, 1:31:598, 1), 
(100090, 2013-T3101, 7147, 1:30:041, 2), 
(100091, 2013-T3101, 7147, 1:30:828, 3), 
(100092, 2013-T3101, 7147, 1:29:500, 4), 
(100093, 2013-T3101, 7147, 1:31:974, 5), 
(100094, 2013-T3101, 7147, 1:29:344, 6), 
(100095, 2013-T3101, 7147, 1:31:860, 7), 
(100096, 2013-T3101, 7147, 1:30:928, 8), 
(100097, 2013-T3101, 7147, 1:29:023, 9), 
(100098, 2013-T3101, 7147, 1:30:903, 10), 
(100099, 2013-T3101, 7147, 1:31:092, 11), 
(100100, 2013-T3101, 7147, 1:31:528, 12), 
(100101, 2013-T3101, 7147, 1:31:704, 13), 
(100102, 2013-T3101, 7147, 1:31:938, 14), 
(100103, 2013-T3101, 7147, 1:30:816, 15), 
(100104, 2013-T3101, 7147, 1:31:117, 16), 
(100105, 2013-T3101, 7147, 1:29:114, 17), 
(100106, 2013-T3101, 7147, 1:31:819, 18), 
(100107, 2013-T3101, 7147, 1:29:006, 19), 
(100108, 2013-T3101, 7147, 1:29:746, 20), 
(100109, 2013-T3101, 7147, 1:31:133, 21), 
(100110, 2013-T3101, 7147, 1:30:315, 22), 
(100111, 2013-T3101, 7147, 1:30:603, 23), 
(100112, 2013-T3101, 7147, 1:31:067, 24), 
(100113, 2013-T3101, 7149, 1:30:971, 1), 
(100114, 2013-T3101, 7149, 1:31:674, 2), 
(100115, 2013-T3101, 7149, 1:30:884, 3), 
(100116, 2013-T3101, 7149, 1:31:870, 4), 
(100117, 2013-T3101, 7149, 1:31:947, 5), 
(100118, 2013-T3101, 7149, 1:30:956, 6), 
(100119, 2013-T3101, 7149, 1:30:775, 7), 
(100120, 2013-T3101, 7149, 1:31:672, 8), 
(100121, 2013-T3101, 7149, 1:29:327, 9), 
(100122, 2013-T3101, 7149, 1:29:340, 10), 
(100123, 2013-T3101, 7149, 1:31:459, 11), 
(100124, 2013-T3101, 7149, 1:29:780, 12), 
(100125, 2013-T3101, 7149, 1:30:605, 13), 
(100126, 2013-T3101, 7149, 1:30:337, 14), 
(100127, 2013-T3101, 7150, 1:30:110, 1), 
(100128, 2013-T3101, 7150, 1:31:064, 2), 
(100129, 2013-T3101, 7150, 1:31:918, 3), 
(100130, 2013-T3101, 7150, 1:31:425, 4), 
(100131, 2013-T3101, 7150, 1:30:300, 5), 
(100132, 2013-T3101, 7150, 1:29:656, 6), 
(100133, 2013-T3101, 7150, 1:29:609, 7), 
(100134, 2013-T3101, 7150, 1:29:843, 8), 
(100135, 2013-T3101, 7150, 1:29:803, 9), 
(100136, 2013-T3101, 7150, 1:31:505, 10), 
(100137, 2013-T3101, 7150, 1:30:286, 11), 
(100138, 2013-T3101, 7151, 1:30:698, 1), 
(100139, 2013-T3101, 7151, 1:31:052, 2), 
(100140, 2013-T3101, 7151, 1:31:041, 3), 
(100141, 2013-T3101, 7152, 1:30:116, 1), 
(100142, 2013-T3101, 7152, 1:30:358, 2), 
(100143, 2013-T3101, 7152, 1:29:804, 3), 
(100144, 2013-T3101, 7152, 1:30:704, 4), 
(100145, 2013-T3101, 7152, 1:31:265, 5), 
(100146, 2013-T3101, 7152, 1:31:149, 6), 
(100147, 2013-T3101, 7152, 1:31:375, 7), 
(100148, 2013-T3101, 7152, 1:30:179, 8), 
(100149, 2013-T3101, 7152, 1:31:253, 9), 
(100150, 2013-T3101, 7152, 1:29:917, 10), 
(100151, 2013-T3101, 7152, 1:30:800, 11), 
(100152, 2013-T3101, 7152, 1:31:840, 12), 
(100153, 2013-T3101, 7152, 1:29:116, 13), 
(100154, 2013-T3101, 7152, 1:29:490, 14), 
(100155, 2013-T3101, 7152, 1:29:495, 15), 
(100156, 2013-T3101, 7152, 1:30:455, 16), 
(100157, 2013-T3101, 7152, 1:31:335, 17), 
(100158, 2013-T3101, 7152, 1:30:139, 18), 
(100159, 2013-T3101, 7152, 1:29:225, 19), 
(100160, 2013-T3101, 7152, 1:31:230, 20), 
(100161, 2013-T3101, 7152, 1:30:113, 21), 
(100162, 2013-T3101, 7152, 1:29:841, 22), 
(100163, 2013-T3101, 7152, 1:30:945, 23), 
(100164, 2013-T3101, 7153, 1:31:121, 1), 
(100165, 2013-T3101, 7153, 1:29:021, 2), 
(100166, 2013-T3101, 7153, 1:30:052, 3), 
(100167, 2013-T3101, 7153, 1:30:091, 4), 
(100168, 2013-T3101, 7153, 1:31:919, 5), 
(100169, 2013-T3101, 7153, 1:31:244, 6), 
(100170, 2013-T3101, 7153, 1:30:430, 7), 
(100171, 2013-T3101, 7153, 1:30:350, 8), 
(100172, 2013-T3101, 7153, 1:30:478, 9), 
(100173, 2013-T3101, 7153, 1:31:438, 10), 
(100174, 2013-T3101, 7153, 1:30:490, 11), 
(100175, 2013-T3101, 7153, 1:29:817, 12), 
(100176, 2013-T3101, 7153, 1:30:427, 13), 
(100177, 2013-T3101, 7153, 1:29:814, 14), 
(100178, 2013-T3101, 7153, 1:30:637, 15), 
(100179, 2013-T3101, 7153, 1:31:353, 16), 
(100180, 2013-T3101, 7153, 1:29:022, 17), 
(100181, 2013-T3101, 7153, 1:29:978, 18), 
(100182, 2013-T3101, 7153, 1:29:259, 19), 
(100183, 2013-T3101, 7153, 1:29:715, 20), 
(100184, 2013-T3101, 7153, 1:31:133, 21), 
(100185, 2013-T3101, 7153, 1:29:420, 22), 
(100186, 2013-T3101, 7153, 1:31:353, 23), 
(100187, 2013-T3101, 7153, 1:29:416, 24), 
(100188, 2013-T3101, 7153, 1:30:983, 25), 
(100189, 2013-T3101, 7153, 1:29:851, 26), 
(100190, 2013-T3101, 7153, 1:30:259, 27), 
(100191, 2013-T3101, 7154, 1:30:610, 1), 
(100192, 2013-T3101, 7154, 1:30:600, 2), 
(100193, 2013-T3101, 7154, 1:31:028, 3), 
(100194, 2013-T3101, 7155, 1:29:957, 1), 
(100195, 2013-T3101, 7155, 1:29:894, 2), 
(100196, 2013-T3101, 7155, 1:30:591, 3), 
(100197, 2013-T3101, 7155, 1:30:574, 4), 
(100198, 2013-T3101, 7155, 1:31:869, 5), 
(100199, 2013-T3101, 7155, 1:31:956, 6), 
(100200, 2013-T3101, 7155, 1:31:951, 7), 
(100201, 2013-T3101, 7155, 1:29:794, 8), 
(100202, 2013-T3101, 7155, 1:30:029, 9), 
(100203, 2013-T3101, 7155, 1:29:266, 10), 
(100204, 2013-T3101, 7155, 1:31:982, 11), 
(100205, 2013-T3101, 7155, 1:31:053, 12), 
(100206, 2013-T3101, 7155, 1:29:922, 13), 
(100207, 2013-T3101, 7155, 1:31:134, 14), 
(100208, 2013-T3101, 7155, 1:29:664, 15), 
(100209, 2013-T3101, 7155, 1:29:308, 16), 
(100210, 2013-T3101, 7155, 1:29:896, 17), 
(100211, 2013-T3101, 7156, 1:30:011, 1), 
(100212, 2013-T3101, 7156, 1:31:116, 2), 
(100213, 2013-T3101, 7156, 1:31:564, 3), 
(100214, 2013-T3101, 7156, 1:31:990, 4), 
(100215, 2013-T3101, 7156, 1:30:405, 5), 
(100216, 2013-T3101, 7156, 1:29:033, 6), 
(100217, 2013-T3101, 7156, 1:30:206, 7), 
(100218, 2013-T3101, 7156, 1:30:657, 8), 
(100219, 2013-T3101, 7156, 1:30:893, 9), 
(100220, 2013-T3101, 7156, 1:29:931, 10), 
(100221, 2013-T3101, 7156, 1:30:456, 11), 
(100222, 2013-T3101, 7156, 1:29:052, 12), 
(100223, 2013-T3101, 7156, 1:29:004, 13), 
(100224, 2013-T3101, 7156, 1:30:630, 14), 
(100225, 2013-T3101, 7156, 1:31:685, 15), 
(100226, 2013-T3101, 7156, 1:30:905, 16), 
(100227, 2013-T3101, 7156, 1:31:785, 17), 
(100228, 2013-T3101, 7156, 1:29:631, 18), 
(100229, 2013-T3101, 7156, 1:29:700, 19), 
(100230, 2013-T3101, 7156, 1:29:266, 20), 
(100231, 2013-T3101, 7156, 1:29:818, 21), 
(100232, 2013-T3101, 7156, 1:31:202, 22), 
(100233, 2013-T3101, 7156, 1:31:324, 23), 
(100234, 2013-T3101, 7156, 1:30:087, 24), 
(100235, 2013-T3101, 7157, 1:30:520, 1), 
(100236, 2013-T3101, 7157, 1:31:594, 2), 
(100237, 2013-T3101, 7157, 1:30:136, 3), 
(100238, 2013-T3101, 7157, 1:31:680, 4), 
(100239, 2013-T3101, 7157, 1:29:019, 5), 
(100240, 2013-T3101, 7157, 1:30:383, 6), 
(100241, 2013-T3101, 7157, 1:30:380, 7), 
(100242, 2013-T3101, 7157, 1:30:153, 8), 
(100243, 2013-T3101, 7157, 1:30:015, 9), 
(100244, 2013-T3101, 7157, 1:30:787, 10), 
(100245, 2013-T3101, 7157, 1:30:406, 11), 
(100246, 2013-T3101, 7157, 1:29:718, 12), 
(100247, 2013-T3101, 7157, 1:29:928, 13), 
(100248, 2013-T3101, 7158, 1:29:212, 1), 
(100249, 2013-T3101, 7158, 1:30:001, 2), 
(100250, 2013-T3101, 7158, 1:30:345, 3), 
(100251, 2013-T3101, 7158, 1:29:569, 4), 
(100252, 2013-T3101, 7158, 1:31:137, 5), 
(100253, 2013-T3101, 7158, 1:29:039, 6), 
(100254, 2013-T3101, 7158, 1:29:343, 7), 
(100255, 2013-T3101, 7158, 1:31:663, 8), 
(100256, 2013-T3101, 7158, 1:29:023, 9), 
(100257, 2013-T3101, 7158, 1:31:171, 10), 
(100258, 2013-T3101, 7158, 1:30:041, 11), 
(100259, 2013-T3101, 7158, 1:30:677, 12), 
(100260, 2013-T3101, 7158, 1:31:559, 13), 
(100261, 2013-T3101, 7158, 1:31:853, 14), 
(100262, 2013-T3101, 7158, 1:30:014, 15), 
(100263, 2013-T3101, 7159, 1:31:128, 1), 
(100264, 2013-T3101, 7160, 1:29:287, 1), 
(100265, 2013-T3101, 7160, 1:29:147, 2), 
(100266, 2013-T3101, 7160, 1:29:473, 3), 
(100267, 2013-T3101, 7160, 1:30:230, 4), 
(100268, 2013-T3101, 7160, 1:29:188, 5), 
(100269, 2013-T3101, 7160, 1:29:043, 6), 
